periodo;plazo_desde;plazo_hasta;cf
20130522;13;24;0.4800
20130522;25;36;0.5000
20130522;37;48;0.5100
20130522;49;60;0.5200
20130522;61;72;0.5200
20130522;73;84;0.5300
20130522;85;96;0.5300
20130522;109;120;0.5400
20130522;133;144;0.5500
20130522;169;180;0.5600
20130523;1;12;0.4600
20130523;13;24;0.4800
20130523;25;36;0.5000
20130523;37;48;0.5100
20130523;49;60;0.5200
20130523;61;72;0.5200
20130523;73;84;0.5300
20130523;85;96;0.5300
20130523;109;120;0.5400
20130523;133;144;0.5500
20130523;169;180;0.5600
20130524;1;12;0.4600
20130524;13;24;0.4800
20130524;25;36;0.5000
20130524;37;48;0.5100
20130524;49;60;0.5200
20130524;61;72;0.5200
20130524;73;84;0.5300
20130524;85;96;0.5300
20130524;109;120;0.5400
20130524;133;144;0.5500
20130524;169;180;0.5600
20130527;1;12;0.4600
20130527;13;24;0.4800
20130527;25;36;0.5000
20130527;37;48;0.5100
20130527;49;60;0.5200
20130527;61;72;0.5200
20130527;73;84;0.5300
20130527;85;96;0.5300
20130527;109;120;0.5400
20130527;133;144;0.5500
20130527;169;180;0.5600
20130528;1;12;0.4600
20130528;13;24;0.4800
20130528;25;36;0.5000
20130528;37;48;0.5100
20130528;49;60;0.5200
20130528;61;72;0.5200
20130528;73;84;0.5300
20130528;85;96;0.5300
20130528;109;120;0.5400
20130528;133;144;0.5500
20130528;169;180;0.5600
20130529;1;12;0.4600
20130529;13;24;0.4800
20130529;25;36;0.5000
20130529;37;48;0.5100
20130529;49;60;0.5200
20130529;61;72;0.5200
20130529;73;84;0.5300
20130529;85;96;0.5300
20130529;109;120;0.5400
20130529;133;144;0.5500
20130529;169;180;0.5600
20130530;1;12;0.4600
20130530;13;24;0.4900
20130530;25;36;0.5100
20130530;37;48;0.5200
20130530;49;60;0.5200
20130530;61;72;0.5300
20130530;73;84;0.5300
20130530;85;96;0.5400
20130530;109;120;0.5400
20130530;133;144;0.5500
20130530;169;180;0.5600
20130531;1;12;0.4600
20130531;13;24;0.4900
20130531;25;36;0.5100
20130531;37;48;0.5200
20130531;49;60;0.5200
20130531;61;72;0.5300
20130531;73;84;0.5300
20130531;85;96;0.5400
20130531;109;120;0.5400
20130531;133;144;0.5500
20130531;169;180;0.5600
20130603;1;12;0.4600
20130603;13;24;0.4900
20130603;25;36;0.5100
20130603;37;48;0.5200
20130603;49;60;0.5200
20130603;61;72;0.5300
20130603;73;84;0.5300
20130603;85;96;0.5400
20130603;109;120;0.5400
20130603;133;144;0.5500
20130603;169;180;0.5600
20130604;1;12;0.4600
20130604;13;24;0.4900
20130604;25;36;0.5100
20130604;37;48;0.5200
20130604;49;60;0.5200
20130604;61;72;0.5300
20130604;73;84;0.5300
20130604;85;96;0.5400
20130604;109;120;0.5400
20130604;133;144;0.5500
20130604;169;180;0.5600
20130605;1;12;0.4600
20130605;13;24;0.4900
20130605;25;36;0.5100
20130605;37;48;0.5200
20130605;49;60;0.5200
20130605;61;72;0.5300
20130605;73;84;0.5300
20130605;85;96;0.5400
20130605;109;120;0.5400
20130605;133;144;0.5500
20130605;169;180;0.5600
20130606;1;12;0.4600
20130606;13;24;0.4900
20130606;25;36;0.5100
20130606;37;48;0.5200
20130606;49;60;0.5200
20130606;61;72;0.5300
20130606;73;84;0.5300
20130606;85;96;0.5400
20130606;109;120;0.5400
20130606;133;144;0.5500
20130606;169;180;0.5600
20130607;1;12;0.4600
20130607;13;24;0.4900
20130607;25;36;0.5100
20130607;37;48;0.5200
20130607;49;60;0.5200
20130607;61;72;0.5300
20130607;73;84;0.5300
20130607;85;96;0.5400
20130607;109;120;0.5400
20130607;133;144;0.5500
20130607;169;180;0.5600
20130610;1;12;0.4600
20130610;13;24;0.4800
20130610;25;36;0.5000
20130610;37;48;0.5100
20130610;49;60;0.5200
20130610;61;72;0.5300
20130610;73;84;0.5300
20130610;85;96;0.5400
20130610;109;120;0.5400
20130610;133;144;0.5500
20130610;169;180;0.5600
20130611;1;12;0.4600
20130611;13;24;0.4800
20130611;25;36;0.5000
20130611;37;48;0.5100
20130611;49;60;0.5200
20130611;61;72;0.5300
20130611;73;84;0.5300
20130611;85;96;0.5400
20130611;109;120;0.5400
20130611;133;144;0.5500
20130611;169;180;0.5600
20130612;1;12;0.4600
20130612;13;24;0.4800
20130612;25;36;0.5000
20130612;37;48;0.5100
20130612;49;60;0.5200
20130612;61;72;0.5300
20130612;73;84;0.5300
20130612;85;96;0.5400
20130612;109;120;0.5400
20130612;133;144;0.5500
20130612;169;180;0.5600
20130613;1;12;0.4600
20130613;13;24;0.4800
20130613;25;36;0.5000
20130613;37;48;0.5100
20130613;49;60;0.5200
20130613;61;72;0.5300
20130613;73;84;0.5300
20130613;85;96;0.5400
20130613;109;120;0.5400
20130613;133;144;0.5500
20130613;169;180;0.5600
20130614;1;12;0.4600
20130614;13;24;0.4800
20130614;25;36;0.5000
20130614;37;48;0.5100
20130614;49;60;0.5200
20130614;61;72;0.5300
20130614;73;84;0.5300
20130614;85;96;0.5400
20130614;109;120;0.5400
20130614;133;144;0.5500
20130614;169;180;0.5600
20130617;1;12;0.4500
20130617;13;24;0.4800
20130617;25;36;0.4900
20130617;37;48;0.5000
20130617;49;60;0.5200
20130617;61;72;0.5300
20130617;73;84;0.5300
20130617;85;96;0.5400
20130617;109;120;0.5400
20130617;133;144;0.5500
20130617;169;180;0.5600
20130618;1;12;0.4500
20130618;13;24;0.4800
20130618;25;36;0.4900
20130618;37;48;0.5000
20130618;49;60;0.5200
20130618;61;72;0.5300
20130618;73;84;0.5300
20130618;85;96;0.5400
20130618;109;120;0.5400
20130618;133;144;0.5500
20130618;169;180;0.5600
20130619;1;12;0.4500
20130619;13;24;0.4800
20130619;25;36;0.4900
20130619;37;48;0.5000
20130619;49;60;0.5200
20130619;61;72;0.5300
20130619;73;84;0.5300
20130619;85;96;0.5400
20130619;109;120;0.5400
20130619;133;144;0.5500
20130619;169;180;0.5600
20130620;1;12;0.4500
20130620;13;24;0.4800
20130620;25;36;0.4900
20130620;37;48;0.5000
20130620;49;60;0.5200
20130620;61;72;0.5300
20130620;73;84;0.5300
20130620;85;96;0.5400
20130620;109;120;0.5400
20130620;133;144;0.5500
20130620;169;180;0.5600
20130621;1;12;0.4600
20130621;13;24;0.4800
20130621;25;36;0.5000
20130621;37;48;0.5100
20130621;49;60;0.5200
20130621;61;72;0.5300
20130621;73;84;0.5400
20130621;85;96;0.5400
20130621;109;120;0.5500
20130621;133;144;0.5600
20130621;169;180;0.5600
20130624;1;12;0.4600
20130624;13;24;0.4800
20130624;25;36;0.5000
20130624;37;48;0.5100
20130624;49;60;0.5200
20130624;61;72;0.5300
20130624;73;84;0.5400
20130624;85;96;0.5400
20130624;109;120;0.5500
20130624;133;144;0.5600
20130624;169;180;0.5600
20130625;1;12;0.4600
20130625;13;24;0.4800
20130625;25;36;0.5000
20130625;37;48;0.5100
20130625;49;60;0.5200
20130625;61;72;0.5300
20130625;73;84;0.5400
20130625;85;96;0.5400
20130625;109;120;0.5500
20130625;133;144;0.5600
20130625;169;180;0.5600
20130626;1;12;0.4600
20130626;13;24;0.4800
20130626;25;36;0.5000
20130626;37;48;0.5100
20130626;49;60;0.5200
20130626;61;72;0.5200
20130626;73;84;0.5300
20130626;85;96;0.5400
20130626;109;120;0.5500
20130626;133;144;0.5500
20130626;169;180;0.5600
20130627;1;12;0.4600
20130627;13;24;0.4800
20130627;25;36;0.5000
20130627;37;48;0.5100
20130627;49;60;0.5200
20130627;61;72;0.5200
20130627;73;84;0.5300
20130627;85;96;0.5400
20130627;109;120;0.5500
20130627;133;144;0.5500
20130627;169;180;0.5600
20130628;1;12;0.4600
20130628;13;24;0.4800
20130628;25;36;0.5000
20130628;37;48;0.5100
20130628;49;60;0.5200
20130628;61;72;0.5200
20130628;73;84;0.5300
20130628;85;96;0.5400
20130628;109;120;0.5500
20130628;133;144;0.5500
20130628;169;180;0.5600
20130701;1;12;0.4700
20130701;13;24;0.4800
20130701;25;36;0.5000
20130701;37;48;0.5100
20130701;49;60;0.5200
20130701;61;72;0.5200
20130701;73;84;0.5300
20130701;85;96;0.5400
20130701;109;120;0.5500
20130701;133;144;0.5500
20130701;169;180;0.5600
20130702;1;12;0.4700
20130702;13;24;0.4800
20130702;25;36;0.5000
20130702;37;48;0.5100
20130702;49;60;0.5200
20130702;61;72;0.5200
20130702;73;84;0.5300
20130702;85;96;0.5400
20130702;109;120;0.5500
20130702;133;144;0.5500
20130702;169;180;0.5600
20130703;1;12;0.4600
20130703;13;24;0.4800
20130703;25;36;0.5000
20130703;37;48;0.5100
20130703;49;60;0.5200
20130703;61;72;0.5200
20130703;73;84;0.5300
20130703;85;96;0.5400
20130703;109;120;0.5500
20130703;133;144;0.5500
20130703;169;180;0.5600
20130704;1;12;0.4500
20130704;13;24;0.4800
20130704;25;36;0.5000
20130704;37;48;0.5100
20130704;49;60;0.5100
20130704;61;72;0.5200
20130704;73;84;0.5300
20130704;85;96;0.5300
20130704;109;120;0.5400
20130704;133;144;0.5500
20130704;169;180;0.5600
20130705;1;12;0.4500
20130705;13;24;0.4800
20130705;25;36;0.5000
20130705;37;48;0.5100
20130705;49;60;0.5100
20130705;61;72;0.5200
20130705;73;84;0.5300
20130705;85;96;0.5300
20130705;109;120;0.5400
20130705;133;144;0.5500
20130705;169;180;0.5600
20130708;1;12;0.4500
20130708;13;24;0.4800
20130708;25;36;0.5000
20130708;37;48;0.5100
20130708;49;60;0.5100
20130708;61;72;0.5200
20130708;73;84;0.5300
20130708;85;96;0.5300
20130708;109;120;0.5400
20130708;133;144;0.5500
20130708;169;180;0.5600
20130709;1;12;0.4500
20130709;13;24;0.4800
20130709;25;36;0.5000
20130709;37;48;0.5100
20130709;49;60;0.5100
20130709;61;72;0.5200
20130709;73;84;0.5300
20130709;85;96;0.5300
20130709;109;120;0.5400
20130709;133;144;0.5500
20130709;169;180;0.5600
20130710;1;12;0.4600
20130710;13;24;0.4800
20130710;25;36;0.5000
20130710;37;48;0.5100
20130710;49;60;0.5100
20130710;61;72;0.5200
20130710;73;84;0.5200
20130710;85;96;0.5300
20130710;109;120;0.5400
20130710;133;144;0.5500
20130710;169;180;0.5500
20130711;1;12;0.4600
20130711;13;24;0.4800
20130711;25;36;0.5000
20130711;37;48;0.5100
20130711;49;60;0.5100
20130711;61;72;0.5200
20130711;73;84;0.5200
20130711;85;96;0.5300
20130711;109;120;0.5400
20130711;133;144;0.5500
20130711;169;180;0.5500
20130712;1;12;0.4600
20130712;13;24;0.4800
20130712;25;36;0.5000
20130712;37;48;0.5000
20130712;49;60;0.5100
20130712;61;72;0.5200
20130712;73;84;0.5200
20130712;85;96;0.5300
20130712;109;120;0.5400
20130712;133;144;0.5500
20130712;169;180;0.5500
20130715;1;12;0.4600
20130715;13;24;0.4800
20130715;25;36;0.5000
20130715;37;48;0.5000
20130715;49;60;0.5100
20130715;61;72;0.5200
20130715;73;84;0.5200
20130715;85;96;0.5300
20130715;109;120;0.5400
20130715;133;144;0.5500
20130715;169;180;0.5500
20130717;1;12;0.4600
20130717;13;24;0.4800
20130717;25;36;0.5000
20130717;37;48;0.5000
20130717;49;60;0.5100
20130717;61;72;0.5200
20130717;73;84;0.5200
20130717;85;96;0.5300
20130717;109;120;0.5400
20130717;133;144;0.5500
20130717;169;180;0.5500
20130718;1;12;0.4600
20130718;13;24;0.4800
20130718;25;36;0.5000
20130718;37;48;0.5000
20130718;49;60;0.5100
20130718;61;72;0.5200
20130718;73;84;0.5200
20130718;85;96;0.5300
20130718;109;120;0.5400
20130718;133;144;0.5500
20130718;169;180;0.5500
20130719;1;12;0.4600
20130719;13;24;0.4800
20130719;25;36;0.5000
20130719;37;48;0.5000
20130719;49;60;0.5100
20130719;61;72;0.5200
20130719;73;84;0.5200
20130719;85;96;0.5300
20130719;109;120;0.5400
20130719;133;144;0.5500
20130719;169;180;0.5500
20130722;1;12;0.4600
20130722;13;24;0.4800
20130722;25;36;0.5000
20130722;37;48;0.5100
20130722;49;60;0.5100
20130722;61;72;0.5200
20130722;73;84;0.5300
20130722;85;96;0.5300
20130722;109;120;0.5400
20130722;133;144;0.5500
20130722;169;180;0.5500
20130723;1;12;0.4700
20130723;13;24;0.4900
20130723;25;36;0.5000
20130723;37;48;0.5100
20130723;49;60;0.5200
20130723;61;72;0.5200
20130723;73;84;0.5300
20130723;85;96;0.5400
20130723;109;120;0.5400
20130723;133;144;0.5500
20130723;169;180;0.5600
20130724;1;12;0.4700
20130724;13;24;0.4900
20130724;25;36;0.5000
20130724;37;48;0.5100
20130724;49;60;0.5200
20130724;61;72;0.5200
20130724;73;84;0.5300
20130724;85;96;0.5400
20130724;109;120;0.5400
20130724;133;144;0.5500
20130724;169;180;0.5600
20130725;1;12;0.4700
20130725;13;24;0.4900
20130725;25;36;0.5000
20130725;37;48;0.5100
20130725;49;60;0.5100
20130725;61;72;0.5200
20130725;73;84;0.5200
20130725;85;96;0.5300
20130725;109;120;0.5400
20130725;133;144;0.5400
20130725;169;180;0.5500
20130726;1;12;0.4700
20130726;13;24;0.4900
20130726;25;36;0.5000
20130726;37;48;0.5100
20130726;49;60;0.5100
20130726;61;72;0.5200
20130726;73;84;0.5200
20130726;85;96;0.5300
20130726;109;120;0.5400
20130726;133;144;0.5400
20130726;169;180;0.5500
20130729;1;12;0.4700
20130729;13;24;0.4900
20130729;25;36;0.5000
20130729;37;48;0.5100
20130729;49;60;0.5100
20130729;61;72;0.5200
20130729;73;84;0.5200
20130729;85;96;0.5300
20130729;109;120;0.5400
20130729;133;144;0.5400
20130729;169;180;0.5500
20130730;1;12;0.4700
20130730;13;24;0.4900
20130730;25;36;0.5000
20130730;37;48;0.5100
20130730;49;60;0.5100
20130730;61;72;0.5200
20130730;73;84;0.5200
20130730;85;96;0.5300
20130730;109;120;0.5400
20130730;133;144;0.5400
20130730;169;180;0.5500
20130731;1;12;0.4700
20130731;13;24;0.4900
20130731;25;36;0.5000
20130731;37;48;0.5100
20130731;49;60;0.5100
20130731;61;72;0.5200
20130731;73;84;0.5200
20130731;85;96;0.5300
20130731;109;120;0.5400
20130731;133;144;0.5400
20130731;169;180;0.5500
20130801;1;12;0.4700
20130801;13;24;0.4900
20130801;25;36;0.5000
20130801;37;48;0.5100
20130801;49;60;0.5100
20130801;61;72;0.5200
20130801;73;84;0.5200
20130801;85;96;0.5300
20130801;109;120;0.5400
20130801;133;144;0.5400
20130801;169;180;0.5500
20130802;1;12;0.4700
20130802;13;24;0.4900
20130802;25;36;0.5000
20130802;37;48;0.5100
20130802;49;60;0.5100
20130802;61;72;0.5200
20130802;73;84;0.5200
20130802;85;96;0.5300
20130802;109;120;0.5400
20130802;133;144;0.5400
20130802;169;180;0.5500
20130805;1;12;0.4700
20130805;13;24;0.4900
20130805;25;36;0.5000
20130805;37;48;0.5100
20130805;49;60;0.5100
20130805;61;72;0.5200
20130805;73;84;0.5200
20130805;85;96;0.5300
20130805;109;120;0.5400
20130805;133;144;0.5400
20130805;169;180;0.5500
20130806;1;12;0.4700
20130806;13;24;0.4800
20130806;25;36;0.5000
20130806;37;48;0.5000
20130806;49;60;0.5100
20130806;61;72;0.5200
20130806;73;84;0.5200
20130806;85;96;0.5300
20130806;109;120;0.5300
20130806;133;144;0.5400
20130806;169;180;0.5500
20130807;1;12;0.4600
20130807;13;24;0.4800
20130807;25;36;0.5000
20130807;37;48;0.5000
20130807;49;60;0.5100
20130807;61;72;0.5200
20130807;73;84;0.5200
20130807;85;96;0.5300
20130807;109;120;0.5300
20130807;133;144;0.5400
20130807;169;180;0.5500
20130808;1;12;0.4600
20130808;13;24;0.4800
20130808;25;36;0.5000
20130808;37;48;0.5000
20130808;49;60;0.5100
20130808;61;72;0.5200
20130808;73;84;0.5200
20130808;85;96;0.5300
20130808;109;120;0.5300
20130808;133;144;0.5400
20130808;169;180;0.5500
20130809;1;12;0.4600
20130809;13;24;0.4800
20130809;25;36;0.5000
20130809;37;48;0.5000
20130809;49;60;0.5100
20130809;61;72;0.5200
20130809;73;84;0.5200
20130809;85;96;0.5300
20130809;109;120;0.5300
20130809;133;144;0.5400
20130809;169;180;0.5500
20130812;1;12;0.4600
20130812;13;24;0.4700
20130812;25;36;0.4900
20130812;37;48;0.5000
20130812;49;60;0.5000
20130812;61;72;0.5100
20130812;73;84;0.5200
20130812;85;96;0.5300
20130812;109;120;0.5300
20130812;133;144;0.5400
20130812;169;180;0.5500
20130813;1;12;0.4600
20130813;13;24;0.4700
20130813;25;36;0.4900
20130813;37;48;0.5000
20130813;49;60;0.5000
20130813;61;72;0.5100
20130813;73;84;0.5200
20130813;85;96;0.5300
20130813;109;120;0.5300
20130813;133;144;0.5400
20130813;169;180;0.5500
20130814;1;12;0.4600
20130814;13;24;0.4800
20130814;25;36;0.4900
20130814;37;48;0.5000
20130814;49;60;0.5100
20130814;61;72;0.5100
20130814;73;84;0.5200
20130814;85;96;0.5300
20130814;109;120;0.5300
20130814;133;144;0.5400
20130814;169;180;0.5500
20130816;1;12;0.4600
20130816;13;24;0.4800
20130816;25;36;0.4900
20130816;37;48;0.5000
20130816;49;60;0.5100
20130816;61;72;0.5100
20130816;73;84;0.5200
20130816;85;96;0.5300
20130816;109;120;0.5300
20130816;133;144;0.5400
20130816;169;180;0.5500
20130819;1;12;0.4600
20130819;13;24;0.4800
20130819;25;36;0.5000
20130819;37;48;0.5100
20130819;49;60;0.5100
20130819;61;72;0.5200
20130819;73;84;0.5300
20130819;85;96;0.5300
20130819;109;120;0.5400
20130819;133;144;0.5400
20130819;169;180;0.5500
20130820;1;12;0.4600
20130820;13;24;0.4800
20130820;25;36;0.5000
20130820;37;48;0.5100
20130820;49;60;0.5100
20130820;61;72;0.5200
20130820;73;84;0.5300
20130820;85;96;0.5300
20130820;109;120;0.5400
20130820;133;144;0.5400
20130820;169;180;0.5500
20130821;1;12;0.4600
20130821;13;24;0.4800
20130821;25;36;0.5000
20130821;37;48;0.5100
20130821;49;60;0.5100
20130821;61;72;0.5200
20130821;73;84;0.5300
20130821;85;96;0.5300
20130821;109;120;0.5400
20130821;133;144;0.5500
20130821;169;180;0.5500
20130822;1;12;0.4600
20130822;13;24;0.4800
20130822;25;36;0.5000
20130822;37;48;0.5100
20130822;49;60;0.5100
20130822;61;72;0.5200
20130822;73;84;0.5300
20130822;85;96;0.5300
20130822;109;120;0.5400
20130822;133;144;0.5500
20130822;169;180;0.5500
20130823;1;12;0.4600
20130823;13;24;0.4800
20130823;25;36;0.5000
20130823;37;48;0.5100
20130823;49;60;0.5100
20130823;61;72;0.5200
20130823;73;84;0.5300
20130823;85;96;0.5300
20130823;109;120;0.5400
20130823;133;144;0.5500
20130823;169;180;0.5500
20130826;1;12;0.4600
20130826;13;24;0.4800
20130826;25;36;0.5000
20130826;37;48;0.5100
20130826;49;60;0.5100
20130826;61;72;0.5200
20130826;73;84;0.5300
20130826;85;96;0.5300
20130826;109;120;0.5400
20130826;133;144;0.5500
20130826;169;180;0.5500
20130827;1;12;0.4600
20130827;13;24;0.4800
20130827;25;36;0.5000
20130827;37;48;0.5100
20130827;49;60;0.5200
20130827;61;72;0.5200
20130827;73;84;0.5300
20130827;85;96;0.5300
20130827;109;120;0.5400
20130827;133;144;0.5500
20130827;169;180;0.5500
20130828;1;12;0.4600
20130828;13;24;0.4800
20130828;25;36;0.5000
20130828;37;48;0.5100
20130828;49;60;0.5200
20130828;61;72;0.5200
20130828;73;84;0.5300
20130828;85;96;0.5300
20130828;109;120;0.5400
20130828;133;144;0.5500
20130828;169;180;0.5500
20130829;1;12;0.4600
20130829;13;24;0.4800
20130829;25;36;0.5000
20130829;37;48;0.5100
20130829;49;60;0.5200
20130829;61;72;0.5200
20130829;73;84;0.5300
20130829;85;96;0.5300
20130829;109;120;0.5400
20130829;133;144;0.5500
20130829;169;180;0.5500
20130830;1;12;0.4600
20130830;13;24;0.4800
20130830;25;36;0.5000
20130830;37;48;0.5100
20130830;49;60;0.5200
20130830;61;72;0.5200
20130830;73;84;0.5300
20130830;85;96;0.5300
20130830;109;120;0.5400
20130830;133;144;0.5500
20130830;169;180;0.5500
20130902;1;12;0.4600
20130902;13;24;0.4800
20130902;25;36;0.5000
20130902;37;48;0.5100
20130902;49;60;0.5100
20130902;61;72;0.5200
20130902;73;84;0.5300
20130902;85;96;0.5300
20130902;109;120;0.5400
20130902;133;144;0.5500
20130902;169;180;0.5500
20130903;1;12;0.4600
20130903;13;24;0.4800
20130903;25;36;0.5000
20130903;37;48;0.5100
20130903;49;60;0.5100
20130903;61;72;0.5200
20130903;73;84;0.5300
20130903;85;96;0.5300
20130903;109;120;0.5400
20130903;133;144;0.5500
20130903;169;180;0.5500
20130904;1;12;0.4600
20130904;13;24;0.4800
20130904;25;36;0.5000
20130904;37;48;0.5100
20130904;49;60;0.5100
20130904;61;72;0.5200
20130904;73;84;0.5300
20130904;85;96;0.5300
20130904;109;120;0.5400
20130904;133;144;0.5500
20130904;169;180;0.5500
20130905;1;12;0.4700
20130905;13;24;0.4800
20130905;25;36;0.5000
20130905;37;48;0.5100
20130905;49;60;0.5100
20130905;61;72;0.5200
20130905;73;84;0.5300
20130905;85;96;0.5300
20130905;109;120;0.5400
20130905;133;144;0.5500
20130905;169;180;0.5500
20130906;1;12;0.4700
20130906;13;24;0.4800
20130906;25;36;0.5000
20130906;37;48;0.5100
20130906;49;60;0.5100
20130906;61;72;0.5200
20130906;73;84;0.5300
20130906;85;96;0.5300
20130906;109;120;0.5400
20130906;133;144;0.5500
20130906;169;180;0.5500
20130909;1;12;0.4700
20130909;13;24;0.4800
20130909;25;36;0.5000
20130909;37;48;0.5100
20130909;49;60;0.5100
20130909;61;72;0.5200
20130909;73;84;0.5300
20130909;85;96;0.5300
20130909;109;120;0.5400
20130909;133;144;0.5500
20130909;169;180;0.5500
20130910;1;12;0.4700
20130910;13;24;0.4800
20130910;25;36;0.5000
20130910;37;48;0.5000
